symbol,rank,indurank,indutotal,etf,abrt,abr1w,abr1m,abr2m,abr3m,numbr
JCOM,3,87,265,0,1.50,1.50,1.50,1.50,1.50,4
COKE,0,,,,,,,,,
THFF,3,89,265,0,3.00,3.00,3.00,3.00,3.00,3
FCCY,0,,,,,,,,,
ABBV,2,194,265,0,1.60,1.60,1.60,1.65,1.50,10
DWA,5,,,,,,,,,
LFVN,0,,,,,,,,,
EQIX,3,102,265,0,1.79,1.79,1.79,1.79,1.73,14
VTHR,0,,,,,,,,,
GTIV,3,60,265,0,2.67,2.67,2.67,2.67,2.67,6
GTIM,3,41,265,0,1.33,1.33,1.33,1.33,1.33,3
NRCIA,3,194,265,0,3.00,3.00,3.00,3.00,3.00,1
NRCIB,3,194,265,0,3.00,3.00,3.00,3.00,3.00,2
KRA,4,,,,,,,,,
KYO,4,,,,,,,,,
KYN,0,,,,,,,,,
VRTA,0,,,,,,,,,
VRTB,0,,,,,,,,,
KYE,-1,,,,,,,,,
PTNR,0,,,,,,,,,
PTNT,0,,,,,,,,,
GFED,3,82,265,0,2.00,2.00,2.00,2.00,2.00,1
VRTS,5,,,,,,,,,
VRTU,2,52,265,0,1.33,1.33,1.33,1.00,1.00,6
VRTV,2,27,265,0,2.00,2.00,2.00,1.00,1.00,2
ENDP,1,78,265,0,1.64,1.64,1.64,1.64,1.79,14
MEIL,0,,,,,,,,,
NYV,-1,,,,,,,,,
CBLI,0,,,,,,,,,
MOSY,3,99,265,0,1.33,1.33,1.33,1.33,1.33,3
MNKD,3,69,265,0,2.25,2.25,2.25,2.25,2.25,8
TRTL,-1,,,,,,,,,
BYM,-1,,,,,,,,,
MEIP,2,78,265,0,1.00,1.00,1.00,1.00,1.00,5
BYD,2,235,265,0,2.90,2.90,2.90,3.10,3.10,10
PRPH,0,,,,,,,,,
JOEZ,3,105,265,0,3.00,3.00,3.00,3.00,1.00,1
VLRS,2,9,265,0,2.50,2.50,2.50,2.50,2.20,4
CRTO,2,78,265,0,1.40,1.40,1.33,1.29,1.29,5
CRTN,0,,,,,,,,,
AGX,0,,,,,,,,,
ICUI,1,114,265,0,1.00,1.00,1.00,1.00,2.00,4
IDCC,1,40,265,0,2.50,2.50,2.50,2.50,2.50,2
LNKD,2,72,265,0,1.68,1.68,1.68,1.68,1.68,28
IPWR,3,177,265,0,1.00,1.00,1.00,1.00,1.00,2
TPUB,3,52,265,0,2.50,2.50,2.50,2.50,NA,2
CEVA,3,99,265,0,1.57,1.57,1.57,1.57,2.67,7
CPRX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
BAC/WS/B,-1,,,,,,,,,
CPRT,3,52,265,0,2.29,2.29,2.29,1.83,1.83,7
WPCS,0,,,,,,,,,
VBF,0,,,,,,,,,
WEBK,-1,,,,,,,,,
ITUB,3,194,265,0,2.33,2.33,2.33,2.00,2.00,3
WHF,3,107,265,0,2.43,2.43,2.43,2.43,2.00,7
WHG,0,,,,,,,,,
UNH,2,63,265,0,1.55,1.55,1.55,1.55,1.55,19
WHR,3,228,265,0,2.13,2.13,2.13,2.13,1.63,8
TASR,3,63,265,0,2.50,2.50,2.80,2.00,1.60,6
TAST,3,41,265,0,1.00,1.00,1.00,1.00,1.00,1
WHZ,3,245,265,0,5.00,5.00,5.00,4.33,3.67,2
V,3,171,265,0,1.44,1.44,1.44,1.44,1.58,24
EIA,-1,,,,,,,,,
IMUC,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
IRDMZ,-1,,,,,,,,,
IRDMB,-1,,,,,,,,,
GV,0,,,,,,,,,
PLBC,0,,,,,,,,,
SEMI,3,115,265,0,1.00,1.00,1.00,1.00,1.00,3
SEMG,3,175,265,0,1.25,1.25,1.25,1.33,1.33,4
IRIX,0,,,,,,,,,
TKMR,2,69,265,0,1.17,1.50,1.83,1.83,1.83,6
PTSI,0,,,,,,,,,
UTSI,3,45,265,0,1.00,1.00,1.00,1.00,1.00,1
KEYS,4,,,,,,,,,
KEYW,5,,,,,,,,,
FAX,0,,,,,,,,,
NVGS,3,113,265,0,1.83,1.83,1.80,1.67,1.33,6
ANTM,2,63,265,0,2.16,2.16,2.26,2.26,2.22,19
NVGN,0,,,,,,,,,
ANTH,3,69,265,0,1.00,1.00,1.00,1.00,1.00,2
BIND,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
SRNE,1,69,265,0,1.00,1.00,1.00,1.00,1.00,2
RUTH,2,41,265,0,1.00,1.33,1.33,1.33,1.33,2
FIZZ,0,,,,,,,,,
EMXX,0,,,,,,,,,
VIMC,0,,,,,,,,,
CVGI,3,82,265,0,3.00,3.00,3.00,3.00,3.00,2
WCIC,3,115,265,0,1.50,1.50,1.50,1.50,1.50,4
PRE,3,32,265,0,2.92,2.92,2.92,2.73,2.55,13
ASTI,3,115,265,0,NA,NA,NA,NA,NA,NA
ESXB,0,,,,,,,,,
PRA,3,32,265,0,2.00,2.00,2.00,2.00,1.75,4
JOY,4,,,,,,,,,
PRO,3,152,265,0,1.67,1.67,1.67,1.67,1.67,6
ASTC,0,,,,,,,,,
PRI,2,165,265,0,2.50,2.50,2.50,2.50,3.00,4
ASTE,4,,,,,,,,,
PRK,3,89,265,0,3.00,3.00,3.00,3.00,3.00,2
PRU,3,154,265,0,1.53,1.53,1.53,1.53,1.69,16
JOB,3,112,265,0,NA,NA,NA,NA,NA,NA
MBRG,3,99,265,0,3.00,3.00,3.00,3.00,3.00,1
JOE,3,107,265,0,3.00,3.00,3.00,3.00,3.00,1
JOF,0,,,,,,,,,
RELL,0,,,,,,,,,
FCZAP,-1,,,,,,,,,
PRY,-1,,,,,,,,,
INXN,4,,,,,,,,,
TFSCR,-1,,,,,,,,,
ROCK,3,34,265,0,3.00,3.00,3.00,3.00,3.00,1
ATK,4,,,,,,,,,
SNE,3,165,265,0,1.00,1.00,1.00,1.00,1.00,3
SNC,3,32,265,0,1.00,1.00,1.00,NA,NA,1
AMRN,3,69,265,0,2.71,2.71,2.71,2.67,2.67,7
SNAK,4,,,,,,,,,
BWINA,0,,,,,,,,,
AMRI,0,,,,,,,,,
AMRK,0,,,,,,,,,
AMRE,3,60,265,0,2.67,2.67,2.67,2.33,1.67,6
AMCX,3,189,265,0,2.00,2.00,2.00,1.83,1.83,12
BRKL,3,82,265,0,3.00,2.67,2.67,2.67,2.67,2
AMRB,3,85,265,0,3.00,3.00,3.00,3.00,3.00,3
AMRC,2,18,265,0,3.00,3.00,3.00,3.00,3.00,1
BRKS,3,28,265,0,1.33,1.33,1.33,1.33,1.25,3
BRKR,4,,,,,,,,,
SUPN,5,,,,,,,,,
MTRX,3,248,265,0,2.00,2.00,2.00,2.00,1.83,5
AMRS,3,47,265,0,3.00,3.00,3.00,3.00,3.00,3
ISL,0,,,,,,,,,
SNH,3,69,265,0,4.00,4.00,4.00,4.00,3.88,7
TKF,0,,,,,,,,,
MAA,3,177,265,0,1.92,2.26,2.14,2.14,2.14,9
NLS,1,34,265,0,1.50,1.67,1.67,1.67,1.67,4
AVGO,1,99,265,0,1.61,1.61,1.61,1.58,1.58,19
HMY,0,,,,,,,,,
NLY,3,60,265,0,2.85,2.85,2.85,2.85,2.85,11
MYCC,3,72,265,0,1.43,1.43,1.43,1.33,1.40,7
DEST,0,,,,,,,,,
HMN,3,154,265,0,2.00,2.00,2.00,2.00,2.25,3
MAB,-1,,,,,,,,,
TKR,2,237,265,0,1.71,1.71,1.67,1.67,1.80,7
LPLA,3,45,265,0,2.33,2.14,2.43,2.43,2.43,6
HME,3,177,265,0,2.70,2.70,2.70,2.93,3.13,9
HMG,0,,,,,,,,,
HMC,3,179,265,0,1.00,1.00,1.00,1.00,1.00,2
DLB,3,165,265,0,2.67,2.67,2.67,2.67,2.67,6
DLA,0,,,,,,,,,
SNP,5,,,,,,,,,
GSV,3,156,265,0,1.00,1.00,1.00,1.00,1.00,2
CRESY,3,115,265,0,2.50,2.50,2.50,2.50,NA,1
HWAY,3,47,265,0,2.22,2.22,2.22,2.22,2.22,9
DLX,3,115,265,0,1.50,1.50,1.50,2.50,2.50,2
CRESW,-1,,,,,,,,,
SSY,0,,,,,,,,,
SSW,3,113,265,0,1.83,1.83,1.83,1.83,1.83,6
SAAS,4,,,,,,,,,
SSP,3,52,265,0,1.00,1.00,1.00,1.00,1.00,3
SSS,2,69,265,0,2.00,2.00,1.88,1.88,1.88,8
SSL,0,,,,,,,,,
SSN,0,,,,,,,,,
SSI,1,89,265,0,2.20,2.20,2.20,2.20,2.20,5
SSH,3,89,265,0,1.00,1.00,1.00,1.00,1.00,5
LARK,0,,,,,,,,,
SSD,3,34,265,0,2.33,2.33,2.33,2.33,2.33,3
SNY,4,,,,,,,,,
TBRA,-1,,,,,,,,,
SSB,3,99,265,0,1.29,1.29,1.29,1.29,1.17,7
MFNC,0,,,,,,,,,
TCPI,3,29,265,0,1.00,1.00,1.00,1.00,1.00,4
EVJ,0,,,,,,,,,
EVK,0,,,,,,,,,
WSM,2,34,265,0,2.27,2.27,2.27,2.22,2.22,22
ECF,0,,,,,,,,,
RMP,3,245,265,0,1.25,NA,NA,NA,NA,4
ECC,3,153,265,0,1.67,1.67,2.00,2.00,NA,3
ECA,5,,,,,,,,,
RDS/B,-1,,,,,,,,,
LNT,3,93,265,0,2.33,2.33,2.33,2.33,1.89,9
SMACR,-1,,,,,,,,,
SMACU,-1,,,,,,,,,
ALQA,3,69,265,0,1.00,1.00,1.00,1.00,NA,3
BWL/A,-1,,,,,,,,,
LNN,3,115,265,0,3.50,3.50,3.44,3.25,3.25,8
EXPO,3,85,265,0,2.33,2.33,2.33,2.33,2.33,3
ECR,3,245,265,0,2.25,2.25,2.08,1.58,1.46,12
RMD,2,114,265,0,2.25,2.25,2.25,2.25,2.11,8
LND,0,,,,,,,,,
LNG,3,245,265,0,2.00,2.00,2.00,2.00,2.00,5
EXPE,1,94,265,0,2.00,2.00,2.00,2.00,2.00,15
EXPD,3,181,265,0,2.47,2.47,2.47,2.47,2.47,12
BBN,-1,,,,,,,,,
BBL,5,,,,,,,,,
BBK,-1,,,,,,,,,
BBG,3,245,265,0,2.69,2.69,2.71,2.35,2.31,16
BBF,-1,,,,,,,,,
GSVC,0,,,,,,,,,
BBC,0,,,,,,,,,
TRIB,3,114,265,0,1.00,1.00,1.00,1.00,1.00,2
BBY,3,226,265,0,1.82,1.82,1.82,1.82,1.82,19
BBX,0,,,,,,,,,
BBW,1,52,265,0,1.00,1.00,1.00,1.00,1.00,3
TRIV,3,89,265,0,1.00,1.00,1.00,1.00,1.00,3
TRIP,4,,,,,,,,,
BBP,0,,,,,,,,,
TPLM,3,243,265,0,1.75,1.75,1.75,1.29,1.29,8
VSLR,3,115,265,0,1.67,1.67,1.67,1.67,NA,3
FRA,-1,,,,,,,,,
NBIX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,4
NKSH,0,,,,,,,,,
CYS,1,60,265,0,2.00,1.78,1.70,1.70,1.70,9
CYT,3,224,265,0,2.40,2.40,2.40,2.40,2.40,5
POT,3,240,265,0,2.50,2.50,2.50,2.71,2.76,18
MRKT,3,18,265,0,2.50,2.50,2.50,2.50,2.50,8
POL,3,228,265,0,1.63,1.63,1.71,1.71,1.50,8
POM,3,93,265,0,3.00,3.00,3.00,3.00,3.00,8
CYD,0,,,,,,,,,
CYH,2,29,265,0,1.72,1.72,1.72,1.76,1.67,18
CYN,3,85,265,0,3.00,3.07,3.07,3.07,3.07,14
SMED,3,191,265,0,1.00,1.00,1.00,1.00,1.00,3
TSEM,3,99,265,0,1.00,1.00,1.00,1.00,1.00,3
FWRD,3,24,265,0,2.73,2.73,2.64,2.64,2.64,11
CFRX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,1
KIRK,2,34,265,0,1.20,1.20,1.20,1.20,1.20,5
CHEV,0,,,,,,,,,
NPBC,3,82,265,0,3.00,2.90,2.90,2.90,2.90,9
HIFS,0,,,,,,,,,
DGRW,0,,,,,,,,,
DGRS,3,,,1,,,,,,
CHEF,3,161,265,0,2.60,2.60,2.60,2.50,2.50,5
HFFC,0,,,,,,,,,
DGRE,0,,,,,,,,,
VLY,3,82,265,0,3.33,3.29,3.29,3.29,3.00,6
AWX,0,,,,,,,,,
FSNN,4,,,,,,,,,
AWP,0,,,,,,,,,
AWK,3,63,265,0,1.70,1.70,1.58,1.38,1.25,10
MQT,0,,,,,,,,,
AWI,2,34,265,0,2.50,2.50,2.50,2.50,2.08,12
AWH,3,32,265,0,2.00,2.00,2.00,1.67,1.67,4
MQY,0,,,,,,,,,
AWF,0,,,,,,,,,
FCAP,0,,,,,,,,,
FCAU,3,179,265,0,3.33,3.33,4.00,4.50,NA,3
GLOB,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
PXLW,3,99,265,0,1.50,1.50,1.50,1.50,1.50,4
GLOP,4,,,,,,,,,
FCAM,-1,,,,,,,,,
TTF,0,,,,,,,,,
OAS,5,,,,,,,,,
LMIA,3,107,265,0,3.00,3.00,3.00,3.00,3.00,2
CSLT,3,87,265,0,1.75,1.75,1.75,1.75,2.00,4
WAFDW,-1,,,,,,,,,
SQNM,3,69,265,0,1.57,1.57,1.57,1.57,1.57,7
VTNR,4,,,,,,,,,
SQNS,3,99,265,0,1.00,1.00,1.00,1.00,1.00,4
ZF,0,,,,,,,,,
EGRX,3,114,265,0,1.00,1.00,1.00,1.00,1.00,3
CBNJ,3,82,265,0,2.00,2.00,2.00,2.00,2.00,2
EGRW,3,,,1,,,,,,
HALL,2,32,265,0,3.00,3.00,3.00,3.00,3.00,1
HALO,3,69,265,0,1.75,1.60,1.75,1.60,1.60,4
BBOX,0,,,,,,,,,
CRVP,0,,,,,,,,,
OVAS,3,69,265,0,1.00,1.00,1.50,1.80,1.50,5
ACCO,3,208,265,0,2.50,2.50,2.50,2.50,2.40,4
WCRT,-1,,,,,,,,,
SWJ,-1,,,,,,,,,
CRVL,0,,,,,,,,,
SWN,3,245,265,0,2.54,2.46,2.38,2.38,2.41,20
VNRCP,-1,,,,,,,,,
CI,2,154,265,0,1.97,1.97,1.97,1.97,1.97,15
CH,0,,,,,,,,,
CO,3,60,265,0,1.00,1.00,1.00,1.00,1.00,3
CM,4,,,,,,,,,
CL,3,208,265,0,2.75,2.75,2.75,2.69,2.69,18
CB,1,32,265,0,2.93,2.93,2.93,2.69,2.69,14
CA,3,152,265,0,2.43,2.43,2.75,2.75,3.00,7
CG,4,,,,,,,,,
CF,3,240,265,0,2.13,2.13,2.27,2.27,2.36,15
CE,4,,,,,,,,,
CY,2,10,265,0,2.45,2.45,2.45,3.00,3.00,11
CX,4,,,,,,,,,
CS,4,,,,,,,,,
CR,3,184,265,0,1.67,1.40,1.40,1.25,1.25,6
CP,3,167,265,0,1.62,1.62,1.62,1.62,1.62,13
CW,2,107,265,0,1.43,1.43,1.43,1.43,1.71,7
CU,0,,,,,,,,,
BIOA/WS,-1,,,,,,,,,
QQQC,3,,,1,,,,,,
NAME,3,167,265,0,1.00,1.00,1.00,1.00,1.00,1
GFNCP,-1,,,,,,,,,
HUBG,3,181,265,0,2.77,2.62,2.62,2.62,2.62,13
OILT,3,175,265,0,2.50,2.50,2.50,2.50,2.44,8
ISHG,0,,,,,,,,,
BDMS,0,,,,,,,,,
HUBS,3,87,265,0,1.75,1.75,1.75,2.00,NA,4
QQQX,0,,,,,,,,,
LXFR,5,,,,,,,,,
SYKE,3,69,265,0,3.00,3.00,3.00,3.00,2.00,6
LXFT,3,167,265,0,1.00,1.00,1.00,1.00,1.00,2
ZNGA,2,235,265,0,2.71,2.71,2.71,2.71,2.88,17
TWTR,3,87,265,0,2.19,2.19,2.23,2.23,2.04,27
SBGL,0,,,,,,,,,
TUES,3,47,265,0,1.67,1.67,1.67,1.67,2.00,3
SBGI,3,189,265,0,1.40,1.40,1.40,1.40,1.40,5
WMS,3,34,265,0,1.33,1.33,1.33,1.33,1.33,3
EFUT,0,,,,,,,,,
PSUN,1,89,265,0,2.33,2.33,2.67,2.67,2.67,6
VA,2,9,265,0,1.40,1.80,NA,NA,NA,5
VC,3,82,265,0,1.33,1.33,1.33,1.40,1.40,6
VE,0,,,,,,,,,
TGS,3,175,265,0,3.00,3.00,3.00,3.00,3.00,1
VR,3,72,265,0,1.50,1.71,1.71,1.71,1.71,6
VZ,3,189,265,0,1.58,1.58,1.58,1.50,1.50,24
WMT,3,184,265,0,2.58,2.58,2.58,2.38,2.08,20
WMK,0,,,,,,,,,
RBPAA,0,,,,,,,,,
LAMR,3,184,265,0,2.25,2.25,2.11,2.11,2.00,8
ALLE,3,63,265,0,1.50,1.40,1.40,1.40,1.40,4
HCAP,3,153,265,0,1.33,1.50,1.50,1.50,1.50,3
ALLB,0,,,,,,,,,
TGC,0,,,,,,,,,
IROQ,0,,,,,,,,,
RVM,0,,,,,,,,,
EEML,3,,,1,,,,,,
ALLT,3,41,265,0,2.33,2.33,2.33,1.60,1.60,6
DGICA,2,32,265,0,2.00,2.00,2.00,2.00,2.00,1
DGICB,0,,,,,,,,,
HCAC,-1,,,,,,,,,
EEME,0,,,,,,,,,
EEMA,2,,,1,,,,,,
ALLY,3,156,265,0,1.55,1.55,1.55,1.56,1.78,10
NVAX,3,69,265,0,1.00,1.00,1.00,1.00,1.00,6
CTX,-1,,,,,,,,,
PBYI,3,69,265,0,1.67,1.67,1.67,1.67,1.67,3
SRPT,3,69,265,0,2.31,2.31,2.31,2.38,2.14,13
CCNE,3,82,265,0,1.00,1.00,1.00,1.00,1.00,1
SURG,1,89,265,0,1.00,1.00,1.00,1.00,1.00,1
CTC,0,,,,,,,,,
PTN,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
CTO,0,,,,,,,,,
INTC,2,32,265,0,2.07,2.07,2.14,2.17,2.13,31
JMP,1,45,265,0,1.50,1.50,1.50,2.00,2.00,2
INVT,0,,,,,,,,,
PTC,3,152,265,0,1.40,1.40,1.40,1.40,1.40,5
KLIC,1,28,265,0,2.00,2.00,2.00,2.00,2.00,3
JMT,-1,,,,,,,,,
INVN,3,111,265,0,2.00,2.00,1.91,1.91,1.60,10
JMI,4,,,,,,,,,
PTY,0,,,,,,,,,
JMM,0,,,,,,,,,
INVE,0,,,,,,,,,
JMF,-1,,,,,,,,,
PTR,5,,,,,,,,,
PTP,1,32,265,0,3.00,3.00,3.00,3.25,3.25,3
MATW,0,,,,,,,,,
AMPH,3,94,265,0,1.25,1.25,1.25,1.25,1.25,4
SNCR,3,87,265,0,1.63,1.63,1.63,1.63,1.25,8
MATX,2,181,265,0,1.80,1.80,1.80,1.80,1.40,5
AMPE,3,78,265,0,2.00,2.00,2.00,2.00,2.00,2
PCMI,3,194,265,0,1.00,1.00,1.00,1.00,NA,1
FNFG,4,,,,,,,,,
BREW,3,208,265,0,1.00,1.00,1.00,1.00,1.00,1
IMS,3,167,265,0,1.46,1.46,1.46,1.46,1.46,13
ACAD,2,69,265,0,1.29,1.29,1.29,1.29,1.43,7
SUN,3,191,265,0,2.25,2.25,2.25,2.25,2.25,8
ZEUS,5,,,,,,,,,
SUI,3,177,265,0,2.50,2.50,2.50,2.50,2.50,2
ACAT,2,161,265,0,2.67,2.67,2.60,2.50,2.50,6
ACAS,3,107,265,0,2.13,2.13,2.13,2.13,2.13,8
SUP,3,82,265,0,3.00,3.00,3.00,3.00,3.00,2
JBLU,1,9,265,0,1.97,1.97,1.89,2.25,2.06,11
TEI,-1,,,,,,,,,
ATTU,2,87,265,0,1.00,1.00,1.00,1.00,1.00,2
TEL,4,,,,,,,,,
AVEO,3,69,265,0,3.00,3.00,3.00,3.67,3.67,1
LPNT,3,29,265,0,2.28,2.28,2.28,2.35,2.35,18
TEO,4,,,,,,,,,
NBS,3,78,265,0,1.00,1.00,1.00,1.00,1.00,5
NBR,5,,,,,,,,,
NBW,-1,,,,,,,,,
TEF,4,,,,,,,,,
INTX,0,,,,,,,,,
TEX,3,241,265,0,2.16,2.16,2.09,2.09,1.97,16
NBH,-1,,,,,,,,,
NBO,-1,,,,,,,,,
NBN,0,,,,,,,,,
NBL,5,,,,,,,,,
ATTO,1,69,265,0,1.00,1.00,1.00,1.00,NA,3
NBB,-1,,,,,,,,,
TER,3,238,265,0,1.29,1.29,1.29,1.29,1.50,7
NBG,3,194,265,0,1.00,1.00,1.00,1.00,1.00,1
TEU,3,23,265,0,4.65,4.65,4.65,4.65,4.65,2
NBD,-1,,,,,,,,,
CORE,3,112,265,0,1.33,1.50,1.50,1.50,1.50,3
DNB,4,,,,,,,,,
DNN,2,220,265,0,1.60,1.60,1.60,1.60,1.60,5
DNI,0,,,,,,,,,
CORI,3,94,265,0,1.25,1.25,1.25,1.25,1.25,4
RENN,1,94,265,0,3.90,3.90,4.18,4.18,3.94,3
CORT,2,78,265,0,2.67,2.67,2.67,2.67,2.75,3
RENT,3,112,265,0,1.40,1.40,1.40,1.40,1.40,5
CORR,2,69,265,0,1.40,1.40,1.40,1.50,1.40,5
DNR,3,245,265,0,2.93,2.79,2.64,2.64,2.00,14
Z,3,105,265,0,2.33,2.33,2.33,2.33,2.33,12
DNY,-1,,,,,,,,,
TBPH,3,78,265,0,2.33,2.33,2.33,3.00,3.00,3
BSAC,3,194,265,0,2.80,2.80,2.80,2.40,2.40,5
GJH,-1,,,,,,,,,
TCRD,4,,,,,,,,,
MFLX,1,111,265,0,3.00,3.00,3.00,3.00,3.00,1
DISH,4,,,,,,,,,
RKT,3,27,265,0,1.90,1.70,1.70,1.70,1.70,10
WIRE,5,,,,,,,,,
EAA,-1,,,,,,,,,
EAC,2,52,265,0,2.83,2.83,2.83,2.83,2.83,6
EAB,-1,,,,,,,,,
EAE,-1,,,,,,,,,
EAD,-1,,,,,,,,,
ALSN,2,82,265,0,1.80,1.73,1.55,1.73,1.73,10
ALSK,0,,,,,,,,,
EAT,2,41,265,0,2.36,2.33,2.33,2.20,2.20,14
HOG,4,,,,,,,,,
CIDM,3,112,265,0,1.00,1.00,1.00,1.00,1.00,3
HON,3,184,265,0,1.47,1.47,1.47,1.53,1.53,16
HOV,5,,,,,,,,,
HOT,3,50,265,0,1.72,1.72,1.61,1.58,1.47,18
TROX,3,158,265,0,2.50,2.50,2.50,3.00,3.00,4
HOS,5,,,,,,,,,
TROW,3,153,265,0,1.94,1.94,1.94,1.93,1.88,17
TROV,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
KELYB,0,,,,,,,,,
KELYA,3,94,265,0,2.00,2.00,2.00,2.00,2.00,2
KYTH,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
NDSN,5,,,,,,,,,
KITE,3,69,265,0,1.00,1.00,1.00,1.00,1.00,4
ICLN,0,,,,,,,,,
LTRE,0,,,,,,,,,
ICLD,0,,,,,,,,,
EVHC,3,47,265,0,1.38,1.38,1.27,1.27,1.27,13
NWY,3,89,265,0,3.00,3.00,3.00,3.00,3.00,3
IDXX,3,89,265,0,2.38,2.38,2.38,2.38,2.38,8
CVLY,0,,,,,,,,,
AEHR,0,,,,,,,,,
ICLR,3,47,265,0,1.64,1.64,1.64,1.64,1.58,11
AMX,2,218,265,0,3.00,3.00,3.00,3.00,3.00,9
FIS,4,,,,,,,,,
RDCM,2,41,265,0,1.00,1.00,1.00,1.00,NA,1
LHO,2,69,265,0,1.92,1.92,1.92,2.14,2.14,12
ADTN,3,102,265,0,3.00,3.00,3.00,3.00,3.00,8
FIX,3,115,265,0,1.67,1.67,1.67,2.33,2.33,3
IFNA,0,,,,,,,,,
FIF,-1,,,,,,,,,
FIG,4,,,,,,,,,
CLWT,0,,,,,,,,,
MWRX,-1,,,,,,,,,
FII,2,153,265,0,3.04,3.04,3.04,3.04,3.04,7
AMS,0,,,,,,,,,
OXFD,4,,,,,,,,,
CHKP,3,152,265,0,1.70,1.70,1.70,1.80,1.84,20
CHKR,4,,,,,,,,,
CHKE,2,105,265,0,1.00,1.00,1.00,1.00,1.00,4
SZMK,0,,,,,,,,,
WY,3,204,265,0,2.22,2.22,2.22,2.22,2.22,9
FSLR,3,115,265,0,2.38,2.38,2.38,2.38,2.38,13
MAGS,0,,,,,,,,,
TGLS,0,,,,,,,,,
DSX,3,113,265,0,2.23,2.23,2.23,2.23,1.83,11
MRIN,3,184,265,0,1.00,1.00,1.00,1.00,1.00,4
DSW,2,89,265,0,2.13,2.13,2.13,2.41,2.43,10
DST,3,152,265,0,1.00,1.00,1.00,1.00,1.00,3
DSU,0,,,,,,,,,
GLMD,0,,,,,,,,,
DSM,0,,,,,,,,,
PEBK,0,,,,,,,,,
DSE,0,,,,,,,,,
PEBO,3,89,265,0,1.33,1.33,1.33,1.33,1.25,3
COOL,0,,,,,,,,,
ORB,2,107,265,0,1.50,1.50,1.50,1.50,1.50,6
EPAX,0,,,,,,,,,
EPAY,3,152,265,0,2.14,2.14,2.14,2.14,1.83,7
EDUC,0,,,,,,,,,
EPAM,4,,,,,,,,,
LOJN,0,,,,,,,,,
HABT,3,41,265,0,2.33,2.33,2.33,1.00,NA,6
MNOV,4,,,,,,,,,
CBPX,2,34,265,0,1.80,1.80,1.80,1.80,1.80,5
AUQ,3,156,265,0,2.47,2.47,2.47,2.00,2.00,7
CBPO,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
GNCMA,0,,,,,,,,,
FMBI,4,,,,,,,,,
FMBH,0,,,,,,,,,
SOFO,4,,,,,,,,,
BJRI,2,41,265,0,2.81,2.81,2.71,2.71,2.71,14
VNRAP,-1,,,,,,,,,
XNPT,2,69,265,0,1.00,1.00,1.00,1.00,1.00,2
CERE,3,24,265,0,1.00,1.00,1.00,1.00,1.00,1
CERN,4,,,,,,,,,
NCLH,2,72,265,0,1.75,1.75,1.75,1.86,1.86,8
CERU,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
CERS,4,,,,,,,,,
RGCO,0,,,,,,,,,
VFL,0,,,,,,,,,
VFC,3,105,265,0,1.56,1.56,1.56,1.56,1.58,18
TRMK,4,,,,,,,,,
WTR,3,63,265,0,1.80,1.80,1.91,1.91,2.00,10
WTS,3,171,265,0,2.44,2.44,2.50,2.50,2.30,9
WTT,0,,,,,,,,,
WTW,2,94,265,0,3.50,3.50,3.50,3.40,3.40,4
WTI,4,,,,,,,,,
WTM,3,32,265,0,3.00,3.00,3.00,3.00,3.00,1
UNAM,0,,,,,,,,,
PTBIW,-1,,,,,,,,,
SPEX,0,,,,,,,,,
IACI,1,66,265,0,1.50,1.50,1.50,1.50,1.55,12
LAKE,0,,,,,,,,,
IVAC,3,28,265,0,3.00,3.00,3.00,3.00,3.00,3
IVAN,0,,,,,,,,,
OFLX,0,,,,,,,,,
RZA,-1,,,,,,,,,
RTN,3,187,265,0,1.85,1.93,1.93,1.87,2.00,13
RTI,2,194,265,0,1.80,1.80,1.80,1.67,1.67,5
RTK,3,47,265,0,1.00,1.00,1.00,1.00,1.00,3
SEIC,3,153,265,0,1.50,1.50,1.67,1.33,1.33,4
ALNY,2,69,265,0,1.50,1.50,1.60,1.60,1.50,6
PLNR,2,12,265,0,2.25,2.25,2.25,2.00,1.00,4
HCCI,4,,,,,,,,,
G,3,69,265,0,1.90,1.90,1.90,1.90,1.90,10
FDML,3,82,265,0,2.33,2.33,2.33,2.33,2.33,3
CCLP,4,,,,,,,,,
RALY,1,87,265,0,2.50,2.50,2.50,2.50,2.50,4
NVCN,3,89,265,0,1.50,1.50,1.50,1.50,2.00,2
SKBI,0,,,,,,,,,
OGEN,0,,,,,,,,,
ISR,0,,,,,,,,,
PCOM,3,105,265,0,1.33,1.33,1.33,1.25,1.25,3
TFSCU,-1,,,,,,,,,
TFSCW,-1,,,,,,,,,
STNG,3,113,265,0,1.75,1.75,1.71,1.71,1.83,8
ISH,0,,,,,,,,,
ISM,-1,,,,,,,,,
