symbol,rank,indurank,indutotal,etf,abrt,abr1w,abr1m,abr2m,abr3m,numbr
AGNCP,-1,,,,,,,,,
HYGS,3,24,265,0,1.00,1.00,1.00,1.00,1.00,2
EDGW,0,,,,,,,,,
TCCO,0,,,,,,,,,
MPX,3,161,265,0,3.00,3.00,3.00,3.00,3.00,2
FTGC,0,,,,,,,,,
IEUS,0,,,,,,,,,
GENE,3,69,265,0,3.00,3.00,3.00,3.00,3.00,1
GENC,0,,,,,,,,,
TCCA,-1,,,,,,,,,
SPTN,2,89,265,0,2.20,2.20,2.20,2.20,2.20,5
ECOM,3,78,265,0,2.71,1.43,1.43,1.43,1.43,7
ECOL,3,115,265,0,2.20,2.20,2.20,2.20,1.40,5
PGH,3,245,265,0,2.00,2.00,2.00,2.00,2.00,6
ZSPH,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
RT,4,,,,,,,,,
RP,3,41,265,0,2.60,2.60,2.60,2.60,3.00,5
RS,3,72,265,0,1.60,1.60,1.60,1.60,1.60,10
RY,3,194,265,0,1.20,1.20,1.20,1.20,1.60,5
RE,3,32,265,0,2.78,2.78,2.78,2.75,2.75,9
RF,4,,,,,,,,,
RL,3,105,265,0,2.07,2.07,1.85,1.85,1.79,14
MOFG,3,89,265,0,2.00,2.00,2.00,2.00,2.00,3
RH,2,34,265,0,1.77,1.77,1.77,1.67,1.67,13
HBNC,3,82,265,0,2.25,2.25,2.25,2.25,2.25,4
EMDI,3,,,1,,,,,,
HBNK,0,,,,,,,,,
LGCY,4,,,,,,,,,
WFM,3,184,265,0,2.36,2.26,2.26,2.24,2.24,21
WFC,3,167,265,0,2.26,2.20,2.10,2.05,2.05,19
HZNP,3,69,265,0,1.29,1.40,1.40,1.40,1.40,7
WFD,3,82,265,0,3.00,3.00,3.00,3.00,3.00,3
CHTR,2,66,265,0,1.78,1.88,1.88,1.88,1.89,9
WFT,5,,,,,,,,,
GGACW,-1,,,,,,,,,
GGACU,-1,,,,,,,,,
GGACR,-1,,,,,,,,,
EDAP,3,89,265,0,1.00,1.00,2.00,2.00,3.00,1
DISCA,4,,,,,,,,,
DISCB,4,,,,,,,,,
DISCK,3,189,265,0,2.50,2.50,2.50,2.50,2.50,4
NBY,0,,,,,,,,,
NPSP,3,78,265,0,2.33,1.45,1.50,1.38,1.33,9
TEN,3,82,265,0,2.00,2.00,2.00,2.00,2.00,11
CACG,0,,,,,,,,,
LXRX,3,69,265,0,2.00,2.00,2.00,1.83,1.83,5
KWEB,0,,,,,,,,,
GRID,3,,,1,,,,,,
BTX/WS,-1,,,,,,,,,
TLMR,3,82,265,0,1.67,1.67,1.67,1.80,1.80,6
AGII,3,32,265,0,2.60,2.20,2.20,2.00,2.00,5
AGIO,3,114,265,0,2.00,2.00,1.67,1.00,1.00,4
MCBK,0,,,,,,,,,
UTIW,5,,,,,,,,,
MCBC,3,89,265,0,3.00,3.00,3.00,3.00,3.00,1
PLXS,2,18,265,0,2.00,2.00,2.00,2.20,2.20,5
ELON,0,,,,,,,,,
NCMI,3,184,265,0,1.50,1.50,1.50,1.50,1.86,8
AXDX,0,,,,,,,,,
XNCR,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
SIMO,3,99,265,0,1.15,1.15,1.15,1.15,1.11,10
TVIX,0,,,,,,,,,
TVIZ,0,,,,,,,,,
HASI,3,60,265,0,1.00,1.00,1.00,1.00,1.67,5
CJJD,0,,,,,,,,,
NSAM,2,153,265,0,1.75,1.75,1.75,1.75,2.00,4
KODK/WS,-1,,,,,,,,,
TEP,3,175,265,0,1.00,1.00,1.00,1.00,1.00,5
SRDX,3,114,265,0,1.00,1.00,1.00,1.00,1.00,3
PRH,-1,,,,,,,,,
ZEN,3,87,265,0,1.67,1.67,1.67,1.67,1.67,3
ZEP,3,158,265,0,2.33,2.33,2.33,2.33,2.33,3
SWHC,3,161,265,0,1.71,1.71,1.63,1.63,1.63,7
AUBN,0,,,,,,,,,
PMFG,3,191,265,0,3.00,3.00,3.00,3.00,3.00,2
DXLG,3,89,265,0,1.00,1.00,1.00,1.00,1.00,4
MULT,0,,,,,,,,,
CRIS,3,69,265,0,1.33,1.33,1.33,1.33,1.57,6
AKO/B,-1,,,,,,,,,
AKO/A,-1,,,,,,,,,
BPFH,3,82,265,0,2.00,2.00,2.00,2.00,2.00,6
SUNS,3,107,265,0,3.00,3.00,3.00,3.00,3.00,3
RGLS,1,78,265,0,1.00,1.00,1.00,1.00,1.00,4
AMDA,0,,,,,,,,,
UCFC,3,82,265,0,1.00,1.00,1.00,1.00,1.00,1
BOFI,2,85,265,0,1.50,1.50,1.50,1.67,1.67,4
RGLD,3,156,265,0,1.50,1.50,1.50,1.50,1.50,9
SUNE,5,,,,,,,,,
FNRG,0,,,,,,,,,
PT,0,,,,,,,,,
VICL,3,69,265,0,2.00,2.00,3.00,3.00,3.00,2
VICR,0,,,,,,,,,
PX,3,224,265,0,2.06,2.06,2.06,2.19,2.12,16
DNP,0,,,,,,,,,
HSC,4,,,,,,,,,
OMAB,3,181,265,0,2.14,2.14,2.33,2.33,2.33,7
OMAM,3,153,265,0,1.90,1.90,1.90,1.90,NA,5
HSP,3,114,265,0,2.82,2.82,2.82,2.82,3.00,11
BCBP,0,,,,,,,,,
HST,2,69,265,0,2.14,2.14,2.00,1.88,1.94,14
HBM/WS,-1,,,,,,,,,
HSY,3,115,265,0,2.33,2.33,2.33,2.30,2.30,9
CTSH,2,41,265,0,1.43,1.43,1.46,1.50,1.33,14
IART,4,,,,,,,,,
FSFG,0,,,,,,,,,
BSMX,4,,,,,,,,,
LVLT,3,189,265,0,2.08,2.08,2.14,2.00,2.00,13
TOWN,0,,,,,,,,,
QURE,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
SYA,4,,,,,,,,,
SYF,3,87,265,0,1.78,1.78,1.78,1.88,1.88,9
SYK,3,114,265,0,1.91,1.86,1.75,1.76,1.76,17
SYN,3,69,265,0,1.00,1.00,1.00,1.00,1.00,2
DLIA,-1,,,,,,,,,
VNCE,4,,,,,,,,,
SYT,4,,,,,,,,,
SYY,2,161,265,0,3.44,3.44,3.44,3.44,3.44,9
SYX,0,,,,,,,,,
TOWR,3,82,265,0,2.33,2.33,2.33,2.33,2.33,3
EME,3,179,265,0,1.60,1.60,1.60,1.60,1.60,5
EMD,0,,,,,,,,,
RGR,4,,,,,,,,,
RGS,3,52,265,0,2.50,2.50,3.00,3.00,3.00,4
RGT,-1,,,,,,,,,
EMC,1,41,265,0,1.50,1.50,1.50,1.44,1.44,26
EML,0,,,,,,,,,
EMO,-1,,,,,,,,,
EMN,3,224,265,0,1.62,1.62,1.62,1.46,1.77,13
EMI,0,,,,,,,,,
EMJ,-1,,,,,,,,,
RGA,3,165,265,0,2.19,2.19,2.19,2.19,2.19,7
RGC,3,72,265,0,2.06,2.06,2.06,2.06,2.04,16
EMQ,-1,,,,,,,,,
EMR,4,,,,,,,,,
EMZ,-1,,,,,,,,,
SMSI,2,152,265,0,3.00,3.00,3.67,3.67,4.00,3
STIM,-1,,,,,,,,,
LDF,0,,,,,,,,,
DCTH,0,,,,,,,,,
LDL,0,,,,,,,,,
IMNP,2,69,265,0,1.00,1.00,1.00,1.00,1.00,3
LDR,5,,,,,,,,,
OLED,4,,,,,,,,,
LDP,-1,,,,,,,,,
CLCT,0,,,,,,,,,
FBSS,0,,,,,,,,,
AFFX,2,69,265,0,3.25,3.25,3.25,3.25,2.25,4
OSHC,0,,,,,,,,,
ULTA,2,52,265,0,1.71,1.86,1.86,1.92,1.92,14
ULTI,3,152,265,0,1.60,1.60,1.60,1.64,1.64,15
NQU,0,,,,,,,,,
ULTR,3,113,265,0,1.00,1.00,1.00,1.00,1.00,2
WINA,0,,,,,,,,,
COP,5,,,,,,,,,
COR,2,69,265,0,2.50,2.50,2.50,2.50,2.50,8
COT,3,191,265,0,2.50,2.50,2.50,2.60,2.33,4
COV,3,114,265,0,2.44,2.47,2.47,2.47,2.35,16
PEP,3,191,265,0,1.50,1.50,1.50,1.59,1.59,15
PER,5,,,,,,,,,
PES,4,,,,,,,,,
KLXI,3,107,265,0,2.75,3.00,3.00,NA,NA,4
COB,3,99,265,0,3.00,3.00,3.00,3.00,3.00,1
PEI,3,60,265,0,2.80,2.80,2.80,2.80,2.80,5
COG,5,,,,,,,,,
COF,4,,,,,,,,,
PED,3,248,265,0,1.00,1.00,1.00,1.00,1.00,3
COH,3,105,265,0,2.65,2.65,2.71,2.62,2.59,22
PEG,3,93,265,0,2.53,2.53,2.53,2.53,2.53,10
HLSS,4,,,,,,,,,
COO,4,,,,,,,,,
DKS,3,52,265,0,2.38,2.38,2.19,2.23,2.24,21
PENX,3,158,265,0,3.00,3.00,3.00,3.00,3.00,1
COCO,3,163,265,0,4.00,4.00,4.00,4.00,4.00,2
PENN,3,235,265,0,1.97,1.97,1.97,1.97,2.17,9
MTGE,3,60,265,0,1.83,1.83,1.83,1.83,1.83,6
UFI,0,,,,,,,,,
CVRR,5,,,,,,,,,
SGBK,3,99,265,0,1.00,1.00,1.00,1.00,1.00,1
OEC,3,224,265,0,1.83,2.00,2.00,2.00,2.00,6
UFS,3,27,265,0,2.08,2.08,1.92,1.92,1.92,12
TYPE,3,152,265,0,2.00,2.00,2.00,2.00,2.00,3
MKC,2,161,265,0,3.00,3.00,3.00,3.00,3.00,7
GNW,5,,,,,,,,,
GNT,-1,,,,,,,,,
AIZ,3,154,265,0,3.43,3.43,3.43,3.43,3.43,7
AIT,4,,,,,,,,,
AIW,-1,,,,,,,,,
AIV,3,177,265,0,2.13,2.25,2.13,2.13,2.22,8
AIQ,0,,,,,,,,,
AIR,3,107,265,0,1.50,2.00,2.00,2.00,2.00,2
GNC,3,52,265,0,2.64,2.64,2.64,2.38,2.38,11
AIN,3,115,265,0,1.00,1.00,1.00,1.00,1.00,2
GNE,3,93,265,0,NA,NA,NA,NA,NA,NA
AIG,3,154,265,0,2.00,2.00,2.00,2.00,1.94,17
AIF,-1,,,,,,,,,
AIB,-1,,,,,,,,,
NSH,4,,,,,,,,,
NSL,-1,,,,,,,,,
NSM,3,224,265,0,2.00,2.25,2.25,2.25,2.75,8
NSPR,3,89,265,0,1.00,1.00,1.00,1.00,1.00,1
MNST,3,191,265,0,2.15,2.08,2.27,2.18,2.18,13
NSC,3,167,265,0,2.40,2.40,2.27,2.13,2.27,15
CBDE,0,,,,,,,,,
NSP,3,94,265,0,2.60,2.60,2.60,2.60,2.60,5
NSR,3,10,265,0,2.67,2.67,2.67,2.67,2.67,6
NSS,-1,,,,,,,,,
NSPH,3,69,265,0,1.80,1.80,1.80,1.80,1.80,5
VOLC,3,89,265,0,3.00,3.00,2.82,2.31,2.40,11
SDT,2,249,265,0,3.00,3.00,3.00,3.00,3.00,1
RCKY,3,115,265,0,1.00,1.00,1.00,1.00,1.00,1
SATS,3,66,265,0,1.33,1.33,1.33,1.33,1.33,3
HOTR,3,41,265,0,NA,NA,NA,NA,NA,NA
SDR,5,,,,,,,,,
ACRX,3,78,265,0,2.50,2.50,2.50,2.50,2.17,6
ACRE,3,60,265,0,1.80,1.80,1.80,1.80,1.80,5
ONNN,3,50,265,0,1.74,1.74,1.74,1.74,1.74,14
QTNTW,-1,,,,,,,,,
HSNI,3,34,265,0,1.75,1.75,1.75,1.75,1.86,8
PARN,3,94,265,0,1.00,1.00,1.00,1.00,1.00,4
FTEK,3,191,265,0,1.00,1.00,1.00,1.00,1.00,1
EPR,2,60,265,0,1.71,1.86,1.86,1.86,1.83,7
EPM,0,,,,,,,,,
PARR,0,,,,,,,,,
EPD,3,175,265,0,1.25,1.25,1.25,1.27,1.25,16
EPE,3,245,265,0,2.00,2.00,2.00,2.00,1.75,13
WAFD,3,82,265,0,2.71,2.71,2.71,2.71,2.75,7
LYV,2,72,265,0,2.00,2.00,2.00,1.67,1.67,6
CENT,4,,,,,,,,,
LYG,4,,,,,,,,,
LYB,5,,,,,,,,,
ADGE,0,,,,,,,,,
BWLD,3,41,265,0,2.00,2.00,1.89,1.89,2.00,18
VYFC,0,,,,,,,,,
BQH,-1,,,,,,,,,
WLDN,2,99,265,0,3.00,3.00,3.00,3.00,3.00,1
TTHI,3,69,265,0,1.00,1.00,1.00,1.00,NA,1
BURL,1,47,265,0,1.56,1.64,1.42,1.42,1.31,8
ONFC,0,,,,,,,,,
DNBF,4,,,,,,,,,
VWOB,0,,,,,,,,,
BDGE,2,82,265,0,1.00,1.00,1.00,1.00,1.00,2
SFG,3,165,265,0,3.00,3.00,3.00,3.00,3.00,7
SFE,3,107,265,0,2.67,2.67,2.67,2.67,2.67,3
FMNB,0,,,,,,,,,
NXTD,0,,,,,,,,,
KST,0,,,,,,,,,
PPHMP,-1,,,,,,,,,
GNRC,4,,,,,,,,,
NXTM,2,114,265,0,2.00,2.00,2.00,2.00,2.00,6
SILC,0,,,,,,,,,
KMDA,2,69,265,0,2.20,2.20,2.20,2.20,2.50,5
SHPG,2,78,265,0,1.77,1.77,1.77,1.62,2.00,13
PFBI,0,,,,,,,,,
SEED,0,,,,,,,,,
QYLD,0,,,,,,,,,
OCLR,3,115,265,0,3.00,3.00,3.00,3.00,3.00,2
NFBK,3,82,265,0,3.00,3.00,3.00,3.00,2.67,4
TLOG,0,,,,,,,,,
EXAM,2,112,265,0,1.00,1.00,1.00,1.00,1.33,2
PBSK,0,,,,,,,,,
HTWR,4,,,,,,,,,
HTWO,0,,,,,,,,,
CCXI,3,78,265,0,2.00,2.00,2.00,1.00,1.00,2
PLAY,3,41,265,0,1.00,1.20,1.20,1.20,NA,4
LSTR,3,24,265,0,1.83,1.75,1.75,1.75,1.85,12
PFPT,3,152,265,0,1.10,1.10,1.09,1.09,1.10,10
YUM,4,,,,,,,,,
GAIN,3,107,265,0,3.00,3.00,3.00,3.00,3.00,3
JWN,3,89,265,0,2.50,2.50,2.50,2.50,2.47,20
GAIA,3,66,265,0,1.00,1.00,1.00,1.00,1.00,2
BLDP,3,111,265,0,2.33,2.33,2.33,2.33,3.00,3
RPTP,3,69,265,0,2.50,2.50,2.50,2.50,2.20,4
NGLS,5,,,,,,,,,
RJET,3,9,265,0,2.67,2.67,2.25,2.25,2.00,3
LIOX,3,52,265,0,1.00,1.00,1.00,1.00,1.00,4
LION,2,99,265,0,2.25,2.25,2.25,2.25,2.25,4
AMZG,3,245,265,0,2.67,2.67,2.67,1.75,1.25,3
CMFN,3,107,265,0,1.00,1.00,1.00,1.00,1.00,2
BRSS,5,,,,,,,,,
QEPM,3,175,265,0,3.00,3.00,3.00,3.00,3.00,4
VBTX,3,99,265,0,1.00,1.00,1.00,1.00,NA,2
XYL,4,,,,,,,,,
SBNYW,-1,,,,,,,,,
VIEW,0,,,,,,,,,
TSN,2,12,265,0,1.29,1.29,1.29,1.29,1.20,7
TSO,2,154,265,0,1.75,1.75,1.75,1.75,1.92,12
GUA,-1,,,,,,,,,
TSM,1,2,265,0,2.00,2.00,2.00,3.00,3.00,2
TSI,0,,,,,,,,,
WBMD,3,105,265,0,2.14,2.14,2.14,1.86,2.00,7
TSE,4,,,,,,,,,
TSC,2,82,265,0,2.33,2.33,2.33,2.33,2.33,3
LPTN,0,,,,,,,,,
LPTH,5,,,,,,,,,
GRFS,4,,,,,,,,,
GUT,-1,,,,,,,,,
AVOL,3,87,265,0,1.00,1.00,NA,NA,NA,4
TST,3,105,265,0,1.00,1.00,1.00,1.00,1.00,1
TSU,2,218,265,0,1.67,1.86,1.86,1.86,2.00,6
LTRX,2,41,265,0,1.00,1.00,1.00,1.00,1.00,2
TSQ,4,,,,,,,,,
OMCL,3,158,265,0,1.50,1.50,1.50,1.40,1.40,4
PGRE,3,69,265,0,1.63,1.63,1.63,NA,NA,4
HUM,2,63,265,0,2.11,2.11,2.17,2.17,2.17,18
HUN,4,,,,,,,,,
UGLD,0,,,,,,,,,
MSTX,0,,,,,,,,,
OPXA,3,69,265,0,1.00,1.00,1.00,1.00,1.00,2
KVHI,2,45,265,0,1.00,1.00,1.00,1.00,1.00,1
FFIV,2,87,265,0,2.00,1.93,1.96,1.96,1.96,27
MSTR,3,152,265,0,2.00,2.00,2.00,2.00,2.50,4
FFIN,3,163,265,0,3.40,3.40,3.40,3.40,3.40,5
FFIC,3,82,265,0,2.60,2.50,2.50,2.57,2.57,5
SAIC,3,167,265,0,2.50,2.50,2.50,2.50,2.50,4
SAIA,2,24,265,0,2.17,2.17,2.17,2.17,1.83,6
PSCF,4,,,,,,,,,
VWR,4,,,,,,,,,
REX,0,,,,,,,,,
RES,5,,,,,,,,,
BOSC,0,,,,,,,,,
REV,0,,,,,,,,,
MTB/WS,-1,,,,,,,,,
REI,4,,,,,,,,,
REN,5,,,,,,,,,
REG,2,60,265,0,2.04,2.04,2.12,2.27,2.37,13
REE,0,,,,,,,,,
FCS,3,50,265,0,2.94,2.94,2.94,2.94,2.94,8
FCT,0,,,,,,,,,
LFC,3,165,265,0,2.00,2.00,2.00,2.00,2.00,2
FCX,3,187,265,0,1.56,1.47,1.47,1.47,1.47,16
LFL,3,9,265,0,3.05,3.05,3.05,2.88,2.88,6
CLAC,-1,,,,,,,,,
STWD,3,60,265,0,1.17,1.17,1.17,1.17,1.17,6
SMMF,0,,,,,,,,,
FCB,3,99,265,0,1.40,1.40,1.40,1.40,1.50,5
PWRD,4,,,,,,,,,
FCF,3,82,265,0,3.00,3.00,3.00,3.00,3.00,6
FCH,2,69,265,0,2.50,2.50,2.50,2.50,2.50,6
FCN,3,85,265,0,1.57,1.57,1.57,1.57,1.57,7
FCO,0,,,,,,,,,
FGEN,3,78,265,0,1.25,1.25,1.25,NA,NA,4
MIFI,2,40,265,0,1.00,1.00,1.00,1.00,1.00,2
SP,4,,,,,,,,,
SU,5,,,,,,,,,
ST,3,171,265,0,1.44,1.50,1.38,1.38,1.56,9
SO,3,93,265,0,3.16,3.16,3.10,3.10,3.10,14
SN,3,245,265,0,1.78,1.78,1.70,1.30,1.10,9
SM,5,,,,,,,,,
SC,3,156,265,0,1.96,1.96,1.96,2.05,1.59,12
SB,4,,,,,,,,,
SA,0,,,,,,,,,
SF,3,45,265,0,2.33,2.50,3.00,3.00,3.00,3
SE,5,,,,,,,,,
SD,3,245,265,0,3.73,3.55,3.36,3.00,3.00,11
IBM,3,115,265,0,2.76,2.76,2.76,2.78,2.78,17
IBN,4,,,,,,,,,
IBO,-1,,,,,,,,,
CAS,4,,,,,,,,,
IBA,3,12,265,0,3.00,3.00,3.00,3.00,3.00,1
IBB,2,,,1,,,,,,
CAP,2,23,265,0,1.71,1.71,1.43,1.43,1.63,7
CAW,0,,,,,,,,,
CAT,4,,,,,,,,,
CAK,0,,,,,,,,,
CAJ,3,208,265,0,3.00,3.00,3.00,3.00,3.00,2
CAH,2,78,265,0,1.46,1.46,1.46,1.46,1.54,14
CAM,5,,,,,,,,,
IBP,3,34,265,0,2.00,2.00,2.00,2.00,2.00,6
CAB,3,52,265,0,1.92,1.92,1.92,1.92,1.82,12
CAG,3,161,265,0,2.88,2.88,2.88,2.89,2.90,8
CAF,-1,,,,,,,,,
CAE,3,107,265,0,1.86,1.86,1.86,1.86,1.71,7
INCR,3,47,265,0,2.00,2.00,1.67,NA,NA,4
PGC,0,,,,,,,,,
PGN,3,218,265,0,3.00,3.00,3.00,3.00,3.00,4
INCY,2,69,265,0,1.18,1.18,1.17,1.17,1.17,11
FEUZ,0,,,,,,,,,
PGI,2,45,265,0,3.00,3.00,3.00,3.00,3.00,2
DYN,3,93,265,0,1.00,1.50,1.50,1.40,1.40,4
PGR,3,32,265,0,2.96,3.07,3.19,3.21,3.21,18
PGP,-1,,,,,,,,,
PGZ,-1,,,,,,,,,
ZION,3,85,265,0,2.45,2.45,2.45,2.45,2.45,19
PRGNL,-1,,,,,,,,,
ZIOP,3,69,265,0,2.00,2.33,2.33,2.33,2.33,4
UDR,3,177,265,0,2.36,2.36,2.36,2.36,2.55,11
OGS,2,81,265,0,2.92,2.92,2.92,2.92,2.80,6
UDF,0,,,,,,,,,
OGE,4,,,,,,,,,
MIK,2,52,265,0,1.55,1.55,1.55,1.68,1.82,10
MIL,0,,,,,,,,,
GRUB,3,94,265,0,1.30,1.30,1.50,1.56,1.38,10
MIN,0,,,,,,,,,
MIC,3,184,265,0,1.57,1.57,1.67,1.67,1.67,7
MIE,-1,,,,,,,,,
GHY,-1,,,,,,,,,
MIG,3,154,265,0,2.00,2.00,1.67,1.67,1.67,2
RCII,3,194,265,0,1.71,1.71,1.71,1.83,1.83,7
MIY,0,,,,,,,,,
GHC,0,,,,,,,,,
GHL,3,45,265,0,2.50,3.00,3.00,3.00,3.00,4
FSFR,3,107,265,0,2.00,2.00,1.80,1.40,1.40,4
GHI,0,,,,,,,,,
MIW,-1,,,,,,,,,
NQS,0,,,,,,,,,
NQP,0,,,,,,,,,
AOD,-1,,,,,,,,,
CBFV,0,,,,,,,,,
AON,3,72,265,0,2.35,2.35,2.44,2.53,2.53,17
AOL,3,72,265,0,2.08,1.92,1.92,2.00,2.00,12
RIBT,3,115,265,0,NA,NA,NA,NA,NA,NA
AOI,0,,,,,,,,,
OREX,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
MEOH,5,,,,,,,,,
NQI,0,,,,,,,,,
NQM,0,,,,,,,,,
ZFGN,3,78,265,0,1.00,1.00,1.00,1.00,1.00,4
XUE,0,,,,,,,,,
SFY,3,245,265,0,3.13,3.13,2.88,2.89,2.89,8
ACTS,0,,,,,,,,,
QUMU,2,41,265,0,1.00,1.00,1.00,1.00,1.00,2
SFS,3,161,265,0,2.00,2.00,2.00,2.00,NA,4
UFCS,3,32,265,0,2.00,2.00,2.00,2.00,2.00,2
SFN,-1,,,,,,,,,
SFL,3,113,265,0,3.00,3.00,3.00,3.00,3.00,2
SFM,3,89,265,0,2.45,2.45,2.45,2.04,2.04,10
ACTA,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
SAVE,2,9,265,0,1.33,1.33,1.33,1.33,1.33,9
SFB,-1,,,,,,,,,
ACTG,3,112,265,0,1.50,1.50,1.50,1.50,1.50,4
KSU,3,167,265,0,2.73,2.73,2.73,2.73,2.73,11
BAMM,0,,,,,,,,,
KSS,3,222,265,0,1.71,1.71,1.71,1.71,1.78,16
CKEC,5,,,,,,,,,
KSM,0,,,,,,,,,
HAWKB,3,87,265,0,3.00,3.00,3.00,3.00,3.00,1
CPXX,2,94,265,0,1.00,1.00,1.00,1.00,1.00,3
JCS,0,,,,,,,,,
ADAT,0,,,,,,,,,
ENBL,4,,,,,,,,,
RIBTW,-1,,,,,,,,,
CBS/A,-1,,,,,,,,,
MLAB,0,,,,,,,,,
SPHS,2,69,265,0,1.67,1.67,1.67,1.00,1.00,3
CYCCP,-1,,,,,,,,,
LBRDK,3,194,265,0,3.00,3.00,3.00,NA,NA,1
APPY,0,,,,,,,,,
LBRDA,3,194,265,0,3.00,3.00,3.00,3.00,NA,1
MDGN,3,69,265,0,1.00,1.00,1.00,1.00,1.00,2
QTM,2,41,265,0,1.67,1.67,1.67,1.67,1.67,3
ARNA,3,69,265,0,2.17,2.17,2.17,2.17,2.17,6
VTA,-1,,,,,,,,,
CADT,0,,,,,,,,,
WBS,2,82,265,0,1.90,1.91,1.91,1.91,1.91,10
LOV,3,105,265,0,2.00,2.00,2.00,2.00,2.00,2
DWSN,3,241,265,0,2.00,2.00,2.00,2.00,2.00,3
SINO,0,,,,,,,,,
CHXF,0,,,,,,,,,
WBB,0,,,,,,,,,
WBC,3,82,265,0,1.78,1.78,1.78,1.78,1.78,9
WBK,4,,,,,,,,,
SINA,3,105,265,0,2.25,2.25,2.25,2.25,1.92,12
SYRG,4,,,,,,,,,
TUMI,3,208,265,0,2.20,2.20,2.20,2.20,2.20,5
CNBKA,0,,,,,,,,,
AKAO,3,78,265,0,1.43,1.43,1.43,1.43,1.25,7
AKAM,3,72,265,0,1.53,1.53,1.42,1.42,1.42,19
GLRI,3,241,265,0,1.00,1.00,1.00,1.00,1.00,3
BEAT,1,47,265,0,1.25,1.25,1.25,1.33,1.33,4
BEAV,5,,,,,,,,,
VTR,3,69,265,0,2.80,2.80,2.91,2.91,2.73,10
BBEPP,-1,,,,,,,,,
GTU,0,,,,,,,,,
NFLX,3,66,265,0,2.17,2.23,2.23,2.14,2.14,30
AGEN,2,69,265,0,1.50,1.50,1.67,1.67,2.00,4
BLVD,0,,,,,,,,,
IRWD,3,78,265,0,2.75,2.56,2.56,2.75,2.50,8
ROIQU,-1,,,,,,,,,
ROIQW,-1,,,,,,,,,
BNDX,0,,,,,,,,,
FITB,4,,,,,,,,,
AWRE,0,,,,,,,,,
HAWK,4,,,,,,,,,
XGTI,3,78,265,0,3.00,3.00,2.00,2.00,2.00,2
ESRT,2,69,265,0,1.60,1.60,1.60,1.60,2.00,5
HVB,2,82,265,0,2.67,2.67,2.67,2.75,2.50,3
CRMT,1,17,265,0,3.50,3.50,3.50,3.50,3.50,2
ESRX,3,47,265,0,1.52,1.52,1.55,1.55,1.53,20
CRMD,3,69,265,0,1.00,1.00,1.00,1.00,1.00,1
KLAC,3,115,265,0,2.43,2.43,2.43,2.42,2.31,14
PMBC,3,85,265,0,3.00,3.00,3.00,3.00,3.00,1
OKSB,3,163,265,0,1.75,1.75,1.75,1.75,1.75,4
IXYS,0,,,,,,,,,
HWKN,0,,,,,,,,,
DSS,0,,,,,,,,,
EBTC,0,,,,,,,,,
LIME,0,,,,,,,,,
UCBA,0,,,,,,,,,
DSL,-1,,,,,,,,,
UCBI,3,99,265,0,2.00,2.00,1.80,1.80,1.80,5
CYTK,2,69,265,0,1.67,1.67,1.67,1.67,2.00,3
MPWR,2,50,265,0,1.50,1.50,1.50,1.50,1.50,6
GWB,3,82,265,0,1.33,1.33,1.33,1.40,NA,6
VNOM,3,245,265,0,2.00,2.00,2.00,1.89,1.89,10
ATLS,0,,,,,,,,,
ATLO,0,,,,,,,,,
GWW,3,102,265,0,2.16,2.16,2.16,2.18,2.04,16
GWR,3,167,265,0,1.75,1.75,1.75,1.50,1.50,8
TMH,2,12,265,0,1.27,1.27,1.27,1.27,1.27,11
TMK,3,165,265,0,3.17,3.17,3.00,3.00,3.15,12
ATLC,0,,,,,,,,,
TMO,4,,,,,,,,,
NSIG,-1,,,,,,,,,
OMED,3,69,265,0,1.00,1.00,1.00,1.00,1.00,5
NJR,2,81,265,0,3.20,3.20,3.20,3.20,3.20,5
OMEX,2,112,265,0,1.00,1.00,1.00,1.00,1.00,2
NJV,-1,,,,,,,,,
NSIT,3,34,265,0,3.00,3.00,3.00,3.00,3.00,2
OMER,3,114,265,0,1.50,1.50,1.50,1.50,1.50,2
N,3,152,265,0,2.05,2.05,1.95,1.82,1.82,19
EARN,3,60,265,0,3.00,3.00,3.00,3.00,3.00,2
CADC,0,,,,,,,,,
FFKT,4,,,,,,,,,
FFKY,-1,,,,,,,,,
EARS,3,78,265,0,1.25,1.25,1.25,1.25,1.25,4
WVVI,0,,,,,,,,,
EIP,-1,,,,,,,,,
EIV,0,,,,,,,,,
EIX,3,93,265,0,1.45,1.32,1.28,1.25,1.05,11
KRFT,4,,,,,,,,,
RCS,0,,,,,,,,,
RCL,1,72,265,0,1.50,1.50,1.50,1.50,1.50,13
RCI,4,,,,,,,,,
EIG,3,115,265,0,1.67,1.67,1.67,1.67,1.67,3
TQQQ,0,,,,,,,,,
RCG,-1,,,,,,,,,
EIM,-1,,,,,,,,,
EIO,-1,,,,,,,,,
LEDS,0,,,,,,,,,
KGJI,0,,,,,,,,,
IMRS,0,,,,,,,,,
FAV,-1,,,,,,,,,
NTLS,4,,,,,,,,,
FAM,0,,,,,,,,,
FAC,0,,,,,,,,,
FAF,3,32,265,0,1.80,1.80,1.80,1.60,1.60,5
PDLI,0,,,,,,,,,
