symbol,exg,saleqtr0,saleqtr-1,saleqtr-2,saleqtr-3,saleqtr-4,saleqtr-5,saleqtr-6,saleqtr-7,saleqtr-8,saleqtr-9,epsqtr0,epsqtr-1,epsqtr-2,epsqtr-3,epsqtr-4,epsqtr-5,epsqtr-6,epsqtr-7,epsqtr-8,epsqtr-9,numest,saleq1e,saleq1ey,saleq2e,saleq2ey,saley1e,saley1ey,saley2e,saley2ey,epsq1e,epsq1ey,epsq2e,epsq2ey,epsy1e,epsy1ey,epsy2e,epsy2ey,numltgr,ltgre,ltgrey,cppettm,indupettm,sectorpettm,cppehigh5y,indupehigh5y,sectorpehigh5y,cppelow5y,indupelow5y,sectorpelow5y,cpbeta,indubeta,sectorbeta,cppsttm,indupsttm,sectorpsttm,cppbmrq,indupbmrq,sectorpbmrq,cppcfttm,indupcfttm,sectorpcfttm,cppfcfttm,indupfcfttm,sectorpfcfttm,divyield,div5y,div5ygr,payoutratio,cpsalemrqyoy,indusalemrqyoy,sectorsalemrqyoy,cppsalettmyoy,indusalettmyoy,sectorsalettmyoy,cpsale5ygr,indusale5ygr,sectorsale5ygr,cpepsmrqyoy,induepsmrqyoy,sectorepsmrqyoy,cpepsttmyoy,induepsttmyoy,sectorepsttmyoy,cpeps5ygr,indueps5ygr,sectoreps5ygr,cpcap5ygr,inducap5ygr,sectorcap5ygr,cpdebt2equity,indudebt2equity,secdebt2equity,cpquira,induquira,secquira,cpcurra,inducura,seccurra,cpgm,indugm,sectorgm,cpgm5y,indugm5y,sectorgm5y,cpom,induom,sectorom,cpom5y,induom5y,sectorom5y,cpnm,indunm,sectornm,cpnm5y,indunm5y,sectornm5y,cproa,induroa,sectorroa,cproa5y,induroa5y,sectorroa5y,cproi,induroi,sectorroi,cproi5y,induroi5y,sectorroi5y,cproe,induroe,sectorroe,cproe5y,induroe5y,sectorroe5y
YUM,N,3427.00,3105.00,2622.00,3997.00,3354.00,3204.00,2724.00,,,,0.950,0.528,0.812,-0.195,0.894,0.734,0.875,,,,22,2711.40,3161.12,3206.18,3698.30,13811.50,15902.20,,,0.84,0.98,0.77,0.89,3.58,4.13,,,4,9.14,11.37,34.87,40.36,18.23,31.52,287.88,27.14,19.17,22.45,14.90,0.67,0.55,1.17,2.40,2.86,4450.66,17.25,8.37,2.38,19.13,25.10,42737.94,,,,2.52,,13.70,78.65,2.18,13.10,4.85,-2.30,10.54,0.59,4.15,9.16,13.01,6.29,207.23,-31.30,-34.52,0,0,0.91,9.01,19.45,5.32,13.02,15.13,176.27,77.24,71.38,0.64,1.16,1.34,0.73,1.32,1.77,27.66,50.27,24.78,27.62,48.52,23.78,10.93,5.79,9.66,14.43,6.70,10.51,6.87,3.92,9.33,9.70,4.45,10.64,10.34,5.92,6.92,14.57,6.22,4.90,14.39,8.69,11.47,20.28,8.88,16.69,43.05,12.42,14.79,69.03,12.27,21.29
TSN,N,10506.00,10071.00,9979.00,10817.00,10105.00,9682.00,9032.00,8761.00,,,0.629,0.828,0.747,0.743,0.350,0.730,0.598,0.718,,,11,10771.90,0,9712.14,10409.70,39951.00,42684.50,40658.80,44005.60,0.95,0,0.82,0.83,3.60,3.59,3.96,3.98,2,12.36,0,18.09,30.04,41.55,15.90,35.41,35.99,8.74,14.65,23.84,0.37,0.90,0.54,0.47,1.66,5.67,2.03,3.23,37.21,10.59,15.92,36.90,,,,1.13,,21.58,12.70,3.97,-1.99,3.02,10.09,2.52,6.34,7.79,7.33,12.73,79.60,-62.21,-9.34,22.99,0,0,7.50,6.42,12.55,9.20,7.79,15.11,69.39,66.83,66.54,0.71,1.33,0.60,1.52,1.72,1.09,9.47,29.45,38.10,7.48,29.35,38.02,5.24,11.49,17.63,4.23,13.56,19.23,2.96,6.05,12.85,2.40,9.53,14.25,5.21,6.18,29.13,5.63,10.18,33.45,6.18,9.00,70.64,7.04,14.95,71.76,13.13,11.74,81.35,12.60,17.62,78.89
HUM,N,13363.00,13732.00,13833.00,12328.00,12238.00,12222.00,11712.00,,,,2.087,2.852,2.822,0.944,1.856,2.190,2.349,,,,15,14433.40,14585.80,14467.00,14680.50,57756.10,58810.00,,,2.54,2.73,2.26,2.78,8.82,10.00,,,4,13.22,8.89,20.51,20.35,35.56,19.52,22.32,41.90,8.46,9.14,18.62,0.90,0.72,0.78,0.50,0.72,13.42,2.56,3.46,5.19,14.87,15.66,28.17,,,,0.65,,0,13.03,9.19,22.99,7.38,14.88,16.36,11.61,9.55,9.38,11.26,12.42,30.98,62.73,40.27,0,0,3.65,10.11,11.40,23.28,16.98,18.55,39.88,80.42,15.49,0,0.02,2.39,0,0.08,3.26,0,0.66,56.17,0,0.54,52.92,5.06,6.50,3.95,5.34,6.94,13.27,2.48,3.41,0.69,3.07,4.05,10.19,5.43,5.59,10.87,6.55,6.74,12.11,0,-0.07,14.69,0,0.27,16.14,12.89,16.37,15.73,14.97,16.69,16.25
IBM,N,19280.00,20813.00,19590.00,24113.00,22397.00,24047.00,22236.00,,,,3.026,3.574,2.435,5.540,3.463,4.230,2.428,,,,21,18950.10,21046.00,20262.50,22670.40,80042.90,90734.50,,,2.95,3.62,3.75,4.56,15.11,18.13,,,3,7.25,5.24,9.44,21.86,16.77,14.08,28.50,31.69,10.29,17.71,13.01,0.59,0.45,0.94,1.59,3.62,7.57,10.04,5.06,2.37,7.28,17.02,97.60,,,,3.78,,14.60,32.77,-13.92,12.79,9.55,-12.77,11.06,2.66,-0.63,18.19,9.65,-12.63,8.52,17.70,-8.21,0,0,9.28,18.04,14.59,0.51,15.18,14.98,298.35,12.95,19.68,1.20,2.81,1.87,1.25,2.94,2.41,50.29,55.38,40.49,48.24,56.03,41.27,21.41,17.48,10.98,20.67,19.97,12.60,17.21,15.27,8.29,16.04,16.44,9.45,12.67,17.45,9.34,13.65,18.99,10.60,19.07,23.35,12.53,20.93,25.17,14.57,104.68,24.95,10.44,78.68,26.93,15.03
IBB,O,9.20,20.94,9.09,8.20,,,,,,,54.771,36.057,19.031,45.616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,3.64,16.68,6.12,12.13,21.27,3.65,1.33,11.14,0.94,1.01,1.49,267.15,9.67,4.40,0.98,0.84,2.55,0,0.00,13.78,,,,0.03,,0,0.40,1.19,359.47,16.36,74.31,101.74,17.79,38.99,38.79,13.88,187.80,260.18,4.78,40.50,0,0,30.36,25.47,22.42,0,0.00,32.04,0.00,0.06,57.17,0,0.43,0.09,0,801.75,2.59,0,90.36,4.56,0,40.28,4.20,5.46,90.19,39.93,7.63,40.80,37.81,7595.88,82.29,32.22,6344.19,66.98,27.91,29.61,20.50,2.86,26.57,7.28,0.45,34.18,20.94,0.67,30.88,7.71,0.78,34.18,20.94,19.69,30.88,7.71,23.65
CAT,N,10962.00,12317.00,12702.00,14244.00,13549.00,14150.00,13241.00,,,,0.619,1.163,1.813,1.226,1.633,1.565,1.442,,,,20,11024.90,13578.30,11088.00,13931.80,43619.20,57955.90,,,0.93,1.46,0.95,1.45,3.59,7.72,,,3,1.34,11.63,14.10,18.64,22.02,22.56,50.72,76.67,10.56,12.27,14.38,1.60,1.20,0.90,0.79,1.16,2.70,2.49,1.72,2.44,6.57,13.57,13.60,,,,4.53,,9.95,58.79,-19.09,1.84,4.41,-9.25,4.69,5.85,11.24,8.96,10.11,-62.11,-3.88,36.54,-22.03,0,0,32.67,25.31,16.43,6.45,10.53,10.18,236.18,69.03,88.13,0.93,1.25,1.78,1.37,1.88,2.29,27.02,28.73,36.35,26.50,27.46,29.57,8.83,10.63,15.44,10.96,10.38,13.49,5.89,7.19,8.72,7.52,6.93,8.04,3.62,5.31,4.81,5.37,5.27,4.14,5.38,7.88,6.62,8.10,8.36,5.91,16.97,9.64,10.27,27.80,11.40,9.99
SINA,O,226.29,213.60,184.59,211.14,198.61,187.01,171.48,,,,0.166,0.198,-0.175,0.858,1.868,0.252,-0.502,,,,8,208.34,234.47,238.31,270.96,1003.46,1075.04,,,0.12,0.18,0.30,0.33,1.39,1.92,,,1,41.60,21.24,47.18,32.02,16.77,125.23,59.30,31.69,15.14,21.51,13.01,1.71,1.00,0.94,3.45,7.66,7.57,1.47,5.86,2.37,0,26.08,97.60,,,,0,,0,0.00,13.94,27.55,9.55,10.81,25.27,2.66,16.46,20.09,9.65,-91.11,70.27,17.70,-53.92,0,0,-18.69,19.82,14.59,79.40,29.84,14.98,42.32,41.42,19.68,0,0.46,1.87,3.92,2.18,2.41,61.62,57.05,40.49,58.11,73.71,41.27,-3.96,34.77,10.98,-0.30,33.25,12.60,8.95,26.08,8.29,-2.96,22.27,9.45,1.98,13.80,9.34,-0.84,12.90,10.60,2.47,19.79,12.53,-1.04,17.68,14.57,3.31,24.39,10.44,-1.07,21.28,15.03
NFLX,O,1738.35,1644.69,1573.13,1484.73,1409.43,1340.41,1270.09,,,,0.067,0.060,0.055,0.193,0.137,0.165,0.123,,,,41,1966.23,1854.21,2099.29,1930.28,8687.85,8155.56,,,0.03,0.19,0.06,0.24,0.26,1.04,,,2,24.50,27.56,305.00,32.02,16.77,314.41,59.30,31.69,16.66,21.51,13.01,1.57,1.00,0.94,7.59,7.66,7.57,22.56,5.86,2.37,14.05,26.08,97.60,,,,0,,0,0.00,23.34,27.55,9.55,23.98,25.27,2.66,26.94,20.09,9.65,-50.91,70.27,17.70,-30.27,0,0,16.87,19.82,14.59,-9.59,29.84,14.98,110.74,41.42,19.68,0,0.46,1.87,1.67,2.18,2.41,32.36,57.05,40.49,31.49,73.71,41.27,4.83,34.77,10.98,6.98,33.25,12.60,2.53,26.08,8.29,4.15,22.27,9.45,1.95,13.80,9.34,4.53,12.90,10.60,3.01,19.79,12.53,7.52,17.68,14.57,8.37,24.39,10.44,19.39,21.28,15.03
FITB,O,0,0,0,0,0,0,0,,,,0.455,0.359,0.425,0.430,0.391,0.490,0.360,,,,25,1485.88,1545.99,1530.35,1591.47,6214.80,6454.59,,,0.38,0.43,0.42,0.48,1.73,1.93,,,2,4.85,0,12.04,13.23,16.68,23.46,16.18,21.27,9.18,10.88,11.14,1.16,1.51,1.49,2.67,4.24,4.40,1.10,2.51,2.55,8.87,11.44,13.78,,,,2.59,,66.38,30.98,0.79,10.00,16.36,-0.32,14.87,17.79,-2.90,14.16,13.88,16.20,2.85,4.78,-0.85,0,0,21.57,22.54,22.42,4.54,33.85,32.04,129.93,46.25,57.17,0,0.00,0.09,0,0.00,2.59,0,0.20,4.56,0,0.18,4.20,32.42,40.78,39.93,30.32,45.97,37.81,24.05,32.69,32.22,21.88,35.85,27.91,1.04,2.72,2.86,1.14,2.84,0.45,0,0.01,0.67,0,0.01,0.78,9.54,20.68,19.69,10.14,25.05,23.65
ESRX,O,25222.60,25454.20,24899.60,26312.60,25778.50,25111.00,23685.00,,,,0.970,0.881,0.600,0.788,0.781,0.672,0.417,,,,20,25197.10,24652.00,26025.90,25549.80,104453.00,103703.00,,,1.27,1.28,1.55,1.54,6.17,6.01,,,4,12.85,13.60,26.99,23.42,41.55,32.01,40.11,35.99,17.69,11.75,23.84,1.34,0.58,0.54,0.58,0.99,5.67,3.57,3.25,37.21,12.79,16.64,36.90,,,,0,,0,0.00,-2.16,10.88,3.02,1.53,8.10,6.34,32.48,7.71,12.73,24.26,69.02,-9.34,28.74,0,0,11.23,22.93,12.55,24.24,10.60,15.11,94.85,23.83,66.54,0.53,0.86,0.60,0.64,1.33,1.09,8.40,18.68,38.10,7.70,16.92,38.02,3.99,3.81,17.63,3.68,3.39,19.23,2.27,2.58,12.85,2.00,2.18,14.25,4.38,5.88,29.13,4.57,5.03,33.45,6.29,11.18,70.64,6.31,9.61,71.76,12.45,12.72,81.35,12.25,10.87,78.89
KLAC,O,642.64,756.33,738.46,676.36,642.90,734.34,831.60,705.13,658.34,,0.664,0.853,0.798,0.123,0.434,0.769,1.212,0.828,0.659,,15,721.70,803.78,747.23,806.49,2826.53,3292.85,3048.36,3454.29,0.90,1.02,0.99,1.05,3.50,4.42,4.11,4.98,1,21.20,11.80,28.44,14.78,16.77,25.13,111.53,31.69,6.98,11.80,13.01,1.62,1.29,0.94,3.84,2.04,7.57,36.73,2.14,2.37,22.63,11.57,97.60,,,,3.00,,27.23,570.40,-0.04,26.07,9.55,-3.44,3.60,2.66,9.10,9.30,9.65,53.12,149.97,17.70,-24.80,0,0,12.76,4.48,14.59,8.68,0.69,14.98,1070.18,4.79,19.68,3.31,2.62,1.87,4.02,3.71,2.41,57.60,42.08,40.49,58.08,35.94,41.27,20.66,16.63,10.98,28.11,8.30,12.60,14.17,13.96,8.29,20.37,6.06,9.45,8.08,11.18,9.34,12.19,4.58,10.60,9.78,14.00,12.53,14.78,5.87,14.57,20.86,16.24,10.44,20.75,6.50,15.03
N,N,192.82,177.28,164.82,157.87,143.66,131.79,122.96,,,,-0.472,-0.414,-0.294,-0.330,-0.383,-0.305,-0.295,,,,28,216.58,208.07,230.85,221.70,960.44,927.25,,,0.08,0.15,0.06,0.16,0.36,0.75,,,4,25.61,25.43,0,32.34,16.77,0,51.42,31.69,0,18.56,13.01,1.62,0.78,0.94,9.71,151.92,7.57,21.63,6.39,2.37,0,3256.96,97.60,,,,0,,0,0,34.22,20.70,9.55,34.94,11.94,2.66,27.28,13.02,9.65,-23.10,12.11,17.70,-20.47,0,0,0,12.42,14.59,32.90,8.82,14.98,90.56,15.37,19.68,0,1.54,1.87,1.33,2.86,2.41,67.07,51.41,40.49,68.40,66.89,41.27,-15.75,-59.29,10.98,-13.58,23.01,12.60,-16.99,-61.83,8.29,-15.51,16.76,9.45,-12.03,11.71,9.34,-12.04,11.30,10.60,-20.43,16.00,12.53,-21.34,16.20,14.57,-43.40,17.45,10.44,-34.32,18.60,15.03
MS,N,8456.00,10431.00,10795.00,8597.00,9734.00,9591.00,10031.00,,,,0.483,0.850,1.181,-0.905,0.829,0.924,0.736,,,,21,9812.98,9792.30,9521.70,9573.84,37289.60,38446.70,,,0.91,0.92,0.80,0.85,3.13,3.30,,,3,16.16,29.91,19.77,68.73,16.68,917.03,145.91,21.27,11.03,22.45,11.14,2.28,1.82,1.49,1.61,4.72,4.40,0.91,19.29,2.55,12.71,251.24,13.78,,,,1.89,,15.54,44.40,-13.13,2.06,16.36,0.06,18.49,17.79,4.84,6.12,13.88,-41.77,-10.02,4.78,-35.97,0,0,0,19.73,22.42,-19.18,12.00,32.04,502.47,623.04,57.17,0,0.54,0.09,0,0.83,2.59,86.94,76.78,4.56,84.22,76.92,4.20,10.78,27.28,39.93,14.95,17.40,37.81,9.86,21.95,32.22,9.93,12.52,27.91,0.46,1.96,2.86,0.46,1.09,0.45,0.88,5.55,0.67,0.75,2.93,0.78,4.74,11.88,19.69,4.03,6.67,23.65
DOW,N,12036.00,12910.00,12370.00,14384.00,14405.00,14917.00,14461.00,,,,1.024,0.903,1.109,0.627,0.714,0.733,0.792,,,,20,11498.60,15596.90,12155.50,16057.30,47212.60,61672.40,,,0.89,1.01,0.93,1.02,3.52,3.97,,,4,8.59,18.84,14.05,17.37,17.87,45.88,52.64,31.50,12.99,13.10,15.30,1.63,1.02,1.19,1.15,1.11,4.89,2.93,2.39,2.65,8.31,9.60,11.57,,,,3.57,,20.59,42.35,-16.45,0.67,-7.69,-11.12,4.10,0.53,5.33,9.44,12.58,43.54,57.05,-54.12,23.20,0,0,67.99,24.69,7.65,8.31,10.03,29.07,81.12,101.47,24.80,1.29,1.07,2.32,1.88,1.58,2.93,21.39,29.41,35.39,16.20,24.88,38.68,13.73,7.06,17.62,7.33,4.98,23.80,9.65,5.29,13.47,5.20,3.23,18.83,7.16,5.25,10.36,4.30,3.89,15.02,8.91,8.37,12.68,5.37,6.23,17.98,21.49,11.34,14.28,13.90,8.06,20.40
AA,N,5573.00,5897.00,5819.00,6377.00,6238.00,5829.00,5454.00,,,,0.020,0.099,0.158,0.115,0.124,0.116,-0.163,,,,14,5477.83,6366.27,5688.00,6490.75,22720.70,27202.60,,,0.09,0.30,0.11,0.31,0.51,1.23,,,2,2.75,36.48,25.18,14.78,17.87,75.43,70.58,31.50,15.59,8.95,15.30,1.09,1.14,1.19,0.55,122.93,4.89,1.03,0.56,2.65,6.79,8.24,11.57,,,,1.22,,-14.33,40.56,-10.66,17.53,-7.69,2.34,17.41,0.53,5.33,9.24,12.58,-83.75,-27.07,-54.12,118.74,0,0,0,-7.98,7.65,-5.49,2.26,29.07,72.58,47.74,24.80,0.98,1.11,2.32,1.67,1.52,2.93,21.25,34.71,35.39,17.26,28.23,38.68,7.02,-52.70,17.62,2.25,-7.05,23.80,2.88,7.15,13.47,-0.60,11.57,18.83,1.85,1.84,10.36,-0.36,2.56,15.02,2.34,1.99,12.68,-0.47,3.24,17.98,3.75,1.34,14.28,-1.55,5.06,20.40
ARLP,O,566.45,604.72,560.42,590.79,569.33,598.56,542.04,,,,0.609,0.759,0.922,1.181,1.125,1.367,1.098,,,,6,550.23,0,537.05,0,2171.46,2495.18,,,0.66,0,0.58,0,2.63,5.00,,,,,,3.88,11.00,17.69,10.60,24.59,27.95,9.02,11.94,12.02,0.92,0.90,1.04,0.43,1.03,1.18,0.77,1.33,3.88,1.74,5.54,8.74,,,,20.01,,10.88,75.60,-0.51,-4.01,-10.55,2.01,-8.36,-10.91,13.32,9.75,12.29,-45.86,35.17,-29.66,-23.08,0,0,21.83,-0.23,3.01,-1.30,5.13,5.45,92.34,19.41,215.80,0.66,1.61,1.36,1.01,1.92,1.63,98.59,26.26,24.33,97.42,26.61,24.61,21.07,10.77,7.95,21.28,16.26,3.36,17.58,4.17,1.76,19.38,10.93,-1.71,17.46,6.97,5.33,21.57,11.53,8.99,20.98,10.96,8.58,24.43,15.87,12.86,20.09,14.45,11.81,29.69,17.75,15.41
SBAC,O,410.73,410.70,410.09,404.73,393.29,383.42,345.55,,,,-1.226,0.218,-0.612,0.003,-0.129,-0.073,0.010,,,,16,408.91,419.90,414.64,429.69,1668.61,1780.32,,,0.04,0.17,0.09,0.20,0.50,1.23,,,1,17.00,0,0,52.48,29.02,0,88.75,37.06,0,22.30,15.45,0.80,0.51,0.58,8.10,5.60,3.96,0,5.32,4.80,29.16,15.96,11.25,,,,0,,0,0,4.43,0.04,13.95,12.25,5.31,11.19,22.41,19.28,11.98,-851.93,10.57,2.04,-373.78,0,0,0,7.13,7.64,35.21,8.19,14.68,0,185.46,122.71,0,1.19,1.24,1.16,1.22,1.27,72.68,65.85,68.59,70.29,42.42,64.50,19.91,22.38,31.02,14.94,28.45,33.62,-12.61,6.71,18.52,-11.45,11.05,21.11,-2.71,2.84,11.09,-2.25,4.61,12.44,-3.04,3.60,16.52,-2.45,5.90,18.66,0,7.38,18.19,-45.50,14.32,21.95
QCOM,O,5456.00,5832.00,6894.00,7099.00,6692.00,6806.00,6367.00,6622.00,,,0.675,0.727,0.632,1.170,1.115,1.306,1.140,0.839,,,26,6312.60,8259.89,5693.85,7259.85,23217.80,30129.00,24423.80,31303.20,1.26,1.55,1.02,1.40,4.17,5.76,4.92,5.97,2,11.50,10.75,15.60,19.56,16.77,20.39,72.55,31.69,16.55,14.54,13.01,1.26,1.04,0.94,2.97,1.23,7.57,2.42,1.84,2.37,11.59,12.09,97.60,,,,3.84,,20.11,55.63,-18.47,4.04,9.55,-4.55,6.18,2.66,18.15,4.07,9.65,-39.43,8.76,17.70,-27.18,0,0,8.66,19.54,14.59,18.47,5.71,14.98,34.91,38.94,19.68,3.38,1.75,1.87,3.62,2.18,2.41,60.03,32.93,40.49,61.76,31.20,41.27,22.12,7.30,10.98,27.73,-0.02,12.60,20.83,5.21,8.29,26.63,-2.12,9.45,10.60,4.70,9.34,13.76,3.72,10.60,12.07,2.58,12.53,15.80,5.70,14.57,14.93,10.37,10.44,18.27,7.91,15.03
BA,N,25849.00,24543.00,22149.00,24468.00,23784.00,22045.00,20465.00,,,,2.473,1.591,1.871,2.024,1.861,2.236,1.280,,,,20,23066.00,23333.00,23884.90,23420.00,97276.50,94894.50,,,2.19,1.96,2.33,1.98,9.43,9.26,,,4,7.60,8.30,18.17,44.65,22.02,22.88,60.87,76.67,13.76,11.30,14.38,1.01,1.02,0.90,1.00,5.35,2.70,14.39,2.97,2.44,12.93,36.06,13.60,,,,3.02,,13.03,44.65,8.68,13.30,4.41,7.69,13.86,5.85,5.86,6.25,10.11,32.86,23.48,36.54,13.76,0,0,31.59,14.18,16.43,13.52,11.42,10.18,133.77,56.92,88.13,0.33,0.53,1.78,1.17,0.85,2.29,15.31,11.03,36.35,16.77,33.82,29.57,8.56,12.79,15.44,7.95,10.33,13.49,5.79,8.97,8.72,5.42,10.37,8.04,5.86,2.18,4.81,5.18,5.60,4.14,13.96,3.85,6.62,11.06,10.80,5.91,52.80,11.59,10.27,65.45,18.92,9.99
GSK,N,6127.00,5888.00,5622.00,6186.00,5646.00,5561.00,5613.00,,,,0.110,0.031,1.678,0.215,0.082,0.134,0.137,,,,4,9074.63,0,9059.33,0,37782.20,41888.00,,,,,,,2.57,0,,,,,,6.73,31.94,35.56,39.45,40.34,41.90,14.38,17.79,18.62,0.88,0.79,0.78,2.82,4.27,13.42,12.27,4.89,5.19,6.30,27.25,28.17,,,,6.05,,5.57,39.40,8.52,5.93,7.38,0.41,7.27,11.61,-4.10,11.00,11.26,33.82,70.82,62.73,137.02,0,0,-12.15,11.50,11.40,-1.34,18.83,18.55,304.36,13.22,15.49,0.95,2.20,2.39,1.33,3.05,3.26,67.49,57.29,56.17,71.52,53.22,52.92,50.83,13.75,3.95,23.01,14.99,13.27,41.24,10.49,0.69,15.48,11.47,10.19,21.03,11.58,10.87,9.78,12.83,12.11,32.32,15.47,14.69,14.94,17.10,16.14,187.30,16.37,15.73,53.01,18.12,16.25
NTES,O,6671.79,4567.90,3660.25,3462.99,3116.74,2767.59,2365.51,,,,0.569,0.431,0.384,0.387,0.353,0.367,0.344,,,,18,7659.08,3661.40,7572.47,3889.06,31617.20,16909.50,,,11.51,0,13.58,0,60.85,50.44,,,3,22.44,14.57,26.58,21.86,16.77,16.95,28.50,31.69,9.58,17.71,13.01,1.13,0.45,0.94,8.43,3.62,7.57,5.69,5.06,2.37,25.18,17.02,97.60,,,,1.18,,0,0.00,114.06,12.79,9.55,72.06,11.06,2.66,25.54,18.19,9.65,60.99,8.52,17.70,22.62,0,0,20.58,18.04,14.59,0.19,15.18,14.98,8.24,12.95,19.68,0,2.81,1.87,3.36,2.94,2.41,63.55,55.38,40.49,70.20,56.03,41.27,33.22,17.48,10.98,44.61,19.97,12.60,32.43,15.27,8.29,43.62,16.44,9.45,18.14,17.45,9.34,20.22,18.99,10.60,24.05,23.35,12.53,24.51,25.17,14.57,23.67,24.95,10.44,24.67,26.93,15.03
LLY,N,4959.70,4978.70,4644.70,5121.30,4875.60,4935.60,4683.10,,,,0.751,0.564,0.500,0.400,0.466,0.681,0.680,,,,20,4965.19,5200.00,5309.05,5570.00,21369.40,22058.40,,,0.86,0.97,0.88,0.95,3.67,3.83,,,8,12.84,-0.76,38.04,31.94,35.56,31.00,40.34,41.90,7.64,17.79,18.62,0.15,0.79,0.78,4.74,4.27,13.42,6.15,4.89,5.19,24.69,27.25,28.17,,,,2.42,,0.10,45.27,1.72,5.93,7.38,-2.95,7.27,11.61,-2.12,11.00,11.26,61.13,70.82,62.73,-11.46,0,0,-10.80,11.50,11.40,12.87,18.83,18.55,53.08,13.22,15.49,1.10,2.20,2.39,1.51,3.05,3.26,75.13,57.29,56.17,78.64,53.22,52.92,12.68,13.75,3.95,22.03,14.99,13.27,11.97,10.49,0.69,18.26,11.47,10.19,6.65,11.58,10.87,12.35,12.83,12.11,8.57,15.47,14.69,16.52,17.10,16.14,14.34,16.37,15.73,29.07,18.12,16.25
ORCL,N,8993.00,8448.00,10706.00,9327.00,9598.00,8596.00,11320.00,9307.00,9275.00,8372.00,0.509,0.396,0.618,0.555,0.555,0.480,0.798,0.561,0.555,0.469,34,8694.89,9432.18,9271.84,10479.40,37260.80,40969.50,38304.30,42583.00,0.60,0.71,0.66,0.83,2.60,3.20,2.83,3.44,5,5.73,6.58,17.58,32.34,16.77,20.53,51.42,31.69,13.51,18.56,13.01,1.16,0.78,0.94,4.10,151.92,7.57,3.35,6.39,2.37,12.87,3256.96,97.60,,,,1.64,,20.59,26.64,-6.29,20.70,9.55,-3.47,11.94,2.66,7.34,13.02,9.65,-9.10,12.11,17.70,-13.39,0,0,12.78,12.42,14.59,43.32,8.82,14.98,89.34,15.37,19.68,4.24,1.54,1.87,4.26,2.86,2.41,79.57,51.41,40.49,79.40,66.89,41.27,34.62,-59.29,10.98,37.04,23.01,12.60,24.54,-61.83,8.29,27.01,16.76,9.45,8.98,11.71,9.34,12.27,11.30,10.60,10.32,16.00,12.53,14.98,16.20,14.57,19.68,17.45,10.44,23.45,18.60,15.03
ABBV,N,5944.00,5475.00,5040.00,5452.00,5019.00,4926.00,4563.00,,,,0.745,0.836,0.636,-0.508,0.314,0.683,0.609,,,,15,6087.24,5985.00,6362.91,6435.00,26184.40,25339.20,,,1.15,1.00,1.22,1.20,5.01,5.04,,,3,18.01,12.65,34.67,31.94,35.56,59.39,40.34,41.90,10.21,17.79,18.62,0,0.79,0.78,4.42,4.27,13.42,19.91,4.89,5.19,27.01,27.25,28.17,,,,3.85,,0,117.82,18.43,5.93,7.38,11.68,7.27,11.61,7.03,11.00,11.26,136.91,70.82,62.73,-25.92,0,0,-17.78,11.50,11.40,14.38,18.83,18.55,660.64,13.22,15.49,1.82,2.20,2.39,2.03,3.05,3.26,81.49,57.29,56.17,75.17,53.22,52.92,22.86,13.75,3.95,25.75,14.99,13.27,12.86,10.49,0.69,20.83,11.47,10.19,6.76,11.58,10.87,0,12.83,12.11,8.31,15.47,14.69,0,17.10,16.14,59.26,16.37,15.73,0,18.12,16.25
LNKD,N,779.59,711.73,637.69,643.43,568.27,533.88,473.19,,,,-0.310,-0.528,-0.339,0.024,-0.035,-0.008,-0.111,,,,41,865.95,838.64,937.81,918.97,3898.86,3798.12,,,0.78,0.82,0.86,1.01,3.73,4.14,,,9,38.88,35.44,0,32.02,16.77,963.43,59.30,31.69,550.74,21.51,13.01,1.61,1.00,0.94,10.64,7.66,7.57,6.86,5.86,2.37,137.14,26.08,97.60,,,,0,,0,0,37.19,27.55,9.55,37.08,25.27,2.66,79.18,20.09,9.65,-797.54,70.27,17.70,-833.90,0,0,0,19.82,14.59,127.04,29.84,14.98,25.93,41.42,19.68,0,0.46,1.87,3.66,2.18,2.41,86.05,57.05,40.49,86.35,73.71,41.27,-4.36,34.77,10.98,3.40,33.25,12.60,-5.30,26.08,8.29,1.10,22.27,9.45,-2.76,13.80,9.34,0.70,12.90,10.60,-3.34,19.79,12.53,0.89,17.68,14.57,-4.05,24.39,10.44,0.82,21.28,15.03
V,N,3571.00,3518.00,3409.00,3382.00,3229.00,3155.00,3163.00,3155.00,,,0.619,0.693,0.630,0.634,0.431,0.541,0.630,0.550,,,28,4070.50,4178.01,3667.53,3768.33,15112.80,15389.40,16850.60,16881.80,0.80,0.82,0.70,0.74,2.88,3.02,3.35,3.44,4,14.50,14.00,30.10,25.70,22.02,42.46,30.39,76.67,16.60,13.09,14.38,0.80,0.79,0.90,13.57,3.04,2.70,6.32,3.21,2.44,27.62,17.80,13.60,,,,0.72,,30.88,18.64,10.59,9.57,4.41,9.27,24.36,5.85,11.47,6.83,10.11,43.80,46.61,36.54,19.07,0,0,30.65,12.61,16.43,11.43,8.07,10.18,0.00,34.23,88.13,0,1.97,1.78,2.03,2.74,2.29,0,31.67,36.35,0,34.23,29.57,65.30,14.22,15.44,54.47,14.00,13.49,45.59,9.89,8.72,38.87,9.40,8.04,16.06,5.93,4.81,12.11,3.50,4.14,18.77,9.36,6.62,14.09,9.69,5.91,22.05,12.14,10.27,16.55,12.45,9.99
